,yr_built,bedrooms,sqft_living,price
1606,1989,4.0,4240,625000.0
1607,1978,3.0,1590,190000.0
1608,1947,4.0,3420,715000.0
1609,1946,4.0,3190,659000.0
1610,1947,3.0,1920,490000.0
1611,2004,2.0,1340,415000.0
1612,1947,3.0,1700,750000.0
1613,1927,4.0,2310,700000.0
1614,1989,3.0,1510,425000.0
1615,1987,3.0,2670,642000.0
1616,1983,4.0,2060,655000.0
1617,1928,3.0,2090,1365000.0
1618,1957,5.0,3090,458000.0
1619,2007,2.0,1240,330000.0
1620,2000,3.0,1860,384950.0
1621,1953,3.0,2000,560000.0
1622,1970,4.0,2500,950000.0
1623,1977,4.0,1820,465000.0
1624,1974,3.0,1820,425000.0
1625,1981,3.0,1060,315000.0
1626,1988,3.0,1950,530000.0
1627,1911,2.0,940,399000.0
1628,1976,2.0,1220,168000.0
1629,2004,5.0,4180,1886700.0
1630,1971,3.0,1200,374000.0
1631,1937,5.0,3990,740000.0
1632,1919,2.0,1880,280000.0
1633,1994,4.0,2280,322000.0
1634,1951,3.0,2580,459900.0
1635,1976,4.0,2600,750000.0
1636,1966,4.0,3150,1256500.0
1637,2000,4.0,5550,3710000.0
1638,1973,5.0,2220,427000.0
1639,1947,2.0,1730,800000.0
1640,1931,4.0,2840,735000.0
1641,1992,4.0,2560,642000.0
1642,1900,3.0,1330,240000.0
1643,1909,2.0,1890,645500.0
1644,1982,7.0,4290,840000.0
1645,1983,2.0,1540,475000.0
1646,1966,4.0,2340,568000.0
1647,1961,3.0,2180,325000.0
1648,2009,3.0,2780,825500.0
1649,2013,4.0,2620,499431.0
1650,2014,4.0,3760,919204.0
1651,2012,4.0,2720,545000.0
1652,1984,3.0,2675,660000.0
1653,1987,5.0,2080,538888.0
1654,1996,3.0,2460,693000.0
1655,2004,3.0,1960,289950.0
1656,1992,4.0,2550,587000.0
1657,2014,3.0,1760,615000.0
1658,1974,3.0,1620,459000.0
1659,1960,3.0,1790,243000.0
1660,1926,4.0,3480,1505000.0
1661,1978,4.0,2780,660000.0
1662,1982,5.0,3640,1595000.0
1663,1918,1.0,750,250000.0
1664,1952,3.0,960,315000.0
1665,1963,3.0,2030,404000.0
1666,2004,3.0,2930,559900.0
1667,2011,2.0,1380,285000.0
1668,1941,3.0,1720,500000.0
1669,1950,2.0,1210,380000.0
1670,1948,3.0,950,469000.0
1671,1920,2.0,1710,405000.0
1672,1909,2.0,1410,439900.0
1673,2006,4.0,2910,525000.0
1674,1988,4.0,2220,580000.0
1675,1972,5.0,3160,1250000.0
1676,2008,3.0,1380,275000.0
1677,1920,3.0,1760,629000.0
1678,1911,1.0,730,395000.0
1679,1938,4.0,2460,965000.0
1680,1960,3.0,2160,820000.0
1681,1932,4.0,1990,661000.0
1682,1991,3.0,3740,789000.0
1683,1999,4.0,2710,668500.0
1684,1990,3.0,2680,350000.0
1685,1978,4.0,1850,250000.0
1686,2001,4.0,3190,725995.0
1687,1998,3.0,2730,1000000.0
1688,1961,3.0,1840,686000.0
1689,1987,4.0,2720,665000.0
1690,2003,4.0,4370,1965221.0
1691,2006,3.0,2290,653000.0
1692,1947,2.0,990,430000.0
1693,1988,2.0,1140,305000.0
1694,1917,4.0,1840,809000.0
1695,1947,2.0,1110,440150.0
1696,1985,4.0,2150,615000.0
1697,2003,3.0,2230,1035000.0
1698,1941,2.0,1170,455000.0
1699,1940,3.0,1960,635000.0
1700,1988,3.0,2610,675000.0
1701,1987,3.0,2130,316000.0
1702,1969,3.0,3020,955000.0
1703,1912,3.0,1670,985000.0
1704,1965,3.0,1890,465500.0
1705,1950,3.0,950,305000.0
1706,1963,4.0,2430,645000.0
1707,1939,4.0,2360,730000.0
1708,1967,3.0,1510,366000.0
1709,2002,3.0,2080,290000.0
1710,1982,3.0,1750,472500.0
1711,1925,3.0,1810,550000.0
1712,1969,4.0,1790,410000.0
1713,1967,4.0,2340,440000.0
1714,1984,3.0,1690,535000.0
1715,2003,4.0,2070,300000.0
1716,2002,3.0,2240,432500.0
1717,1980,4.0,4500,870000.0
1718,1978,3.0,2770,492000.0
1719,1969,3.0,1010,199950.0
1720,1956,3.0,1120,439800.0
1721,1978,5.0,3020,320000.0
1722,1993,4.0,4400,687000.0
1723,1963,3.0,1990,345000.0
1724,1958,3.0,1450,274950.0
1725,1998,4.0,1920,270000.0
1726,2005,2.0,1175,342000.0
1727,1970,3.0,1320,327000.0
1728,1962,5.0,3990,610000.0
1729,1947,2.0,1140,455000.0
1730,1925,4.0,1720,540000.0
1731,1976,4.0,2150,411000.0
1732,1910,3.0,1790,544000.0
1733,2003,2.0,2210,802000.0
1734,1981,3.0,2180,568500.0
1735,2004,3.0,1410,391000.0
1736,2010,3.0,1950,298000.0
1737,2006,3.0,1495,400000.0
1738,1979,3.0,1660,425000.0
1739,1990,3.0,1950,328500.0
1740,1902,5.0,2550,650000.0
1741,1911,3.0,1370,850000.0
1742,1908,4.0,2200,930000.0
1743,1942,3.0,1250,530000.0
1744,1961,4.0,2220,495000.0
1745,1945,3.0,1620,500000.0
1746,1980,3.0,2250,325000.0
1747,1990,3.0,1720,365000.0
1748,1998,4.0,3030,471000.0
1749,1961,3.0,1030,223000.0
1750,1999,3.0,2190,503000.0
1751,1942,3.0,1440,230000.0
1752,1980,4.0,2170,550000.0
1753,1925,4.0,2930,1100000.0
1754,1960,3.0,1180,193000.0
1755,1939,4.0,2360,590000.0
1756,1956,3.0,1660,712500.0
1757,1942,3.0,2390,689800.0
1758,1924,3.0,1360,430000.0
1759,1910,3.0,1840,785200.0
1760,1976,3.0,1800,474900.0
1761,2001,4.0,4130,1070000.0
1762,1988,3.0,2220,435000.0
1763,1980,5.0,3490,941500.0
1764,2003,4.0,1830,312000.0
1765,1930,4.0,1550,835000.0
1766,1951,3.0,2050,713250.0
1767,1906,2.0,1230,440000.0
1768,2014,4.0,3150,580135.0
1769,1976,3.0,3800,575000.0
1770,1991,3.0,1350,613000.0
1771,1970,3.0,1530,235000.0
1772,1953,3.0,2290,660000.0
1773,1940,2.0,1480,280000.0
1774,1966,3.0,1970,268000.0
1775,1947,2.0,720,235000.0
1776,1947,3.0,1080,390000.0
1777,1987,4.0,2790,654950.0
1778,1969,5.0,2040,449500.0
1779,1959,3.0,1320,150000.0
1780,1989,3.0,1680,440000.0
1781,1928,3.0,2140,710000.0
1782,1981,3.0,1660,420000.0
1783,1954,3.0,1540,312000.0
1784,1952,3.0,1880,320000.0
1785,1959,3.0,1250,235000.0
1786,1913,5.0,2120,437000.0
1787,1903,3.0,1810,545000.0
1788,1993,3.0,2370,640000.0
1789,2003,3.0,1970,432000.0
1790,2001,3.0,2110,548000.0
1791,2004,3.0,2080,830000.0
1792,1970,4.0,3720,875000.0
1793,1944,2.0,1370,409950.0
1794,1998,4.0,2961,695000.0
1795,1983,3.0,2090,562100.0
1796,1989,3.0,2600,475000.0
1797,1978,3.0,1870,425000.0
1798,1987,4.0,2620,600000.0
1799,1987,3.0,2430,770000.0
1800,1968,3.0,1340,239000.0
1801,1963,2.0,1170,295000.0
1802,1963,3.0,2000,560000.0
1803,1967,5.0,2070,613000.0
1804,1981,4.0,4590,960000.0
1805,1905,5.0,2550,847000.0
1806,1962,3.0,1060,206000.0
1807,1921,2.0,1220,253000.0
1808,1973,4.0,1790,430000.0
1809,1947,3.0,2060,605000.0
1810,2007,2.0,1140,425000.0
1811,1986,4.0,2870,720000.0
1812,1958,6.0,2550,375900.0
1813,1985,4.0,2790,1298000.0
1814,1962,3.0,1110,210000.0
1815,1952,2.0,940,234000.0
1816,1958,3.0,2880,285000.0
1817,1962,3.0,1200,400000.0
1818,1952,3.0,1030,718000.0
1819,1986,2.0,1240,174500.0
1820,1995,3.0,1200,222400.0
1821,2009,3.0,2780,402500.0
1822,1996,3.0,1765,250000.0
1823,1958,4.0,1960,600000.0
1824,2006,2.0,2680,930000.0
1825,1983,3.0,1410,272500.0
1826,2014,4.0,2240,363990.0
1827,2010,4.0,3120,575000.0
1828,2009,3.0,1450,400000.0
1829,2013,3.0,2340,427874.0
1830,2014,5.0,2481,309000.0
1831,2013,3.0,1530,320000.0
1832,1942,3.0,1250,390000.0
1833,1967,1.0,560,299000.0
1834,1955,4.0,2200,375000.0
1835,1997,3.0,1460,240500.0
1836,1978,3.0,1650,320000.0
1837,1952,5.0,3200,1270000.0
1838,1986,3.0,2560,658588.0
1839,2003,3.0,2080,270000.0
1840,1989,3.0,1070,327500.0
1841,1978,3.0,2190,340000.0
1842,1903,3.0,2060,200000.0
1843,1960,3.0,2640,1025000.0
1844,1983,3.0,1720,275000.0
1845,1979,5.0,3880,1126000.0
1846,1942,2.0,960,280000.0
1847,1985,3.0,2340,485000.0
1848,1992,3.0,2660,1901000.0
1849,1947,3.0,2090,865000.0
1850,1993,3.0,1820,532000.0
1851,1978,4.0,2310,364950.0
1852,1977,3.0,920,212500.0
1853,1942,1.0,790,135000.0
1854,1942,2.0,1500,437000.0
1855,1952,3.0,1240,390000.0
1856,1986,4.0,2730,760000.0
1857,1980,3.0,1170,119500.0
1858,1912,5.0,3410,2400000.0
1859,1994,4.0,2700,837500.0
1860,1968,4.0,1650,327500.0
1861,1919,2.0,670,175000.0
1862,1992,3.0,1670,289950.0
1863,1986,3.0,1530,400000.0
1864,1984,3.0,1500,219950.0
1865,1974,4.0,1720,161700.0
1866,2003,5.0,2920,500000.0
1867,1948,3.0,910,465000.0
1868,1925,3.0,1050,540000.0
1869,2004,3.0,1540,525000.0
1870,1949,3.0,1210,324950.0
1871,1961,5.0,2650,565000.0
1872,1912,3.0,1990,760500.0
1873,1969,5.0,2660,1100000.0
1874,1977,4.0,4060,603500.0
1875,1967,5.0,2300,453500.0
1876,1974,6.0,2630,583000.0
1877,1948,2.0,770,275000.0
1878,1999,4.0,3790,875000.0
1879,1979,4.0,2540,335000.0
1880,1978,4.0,2500,646000.0
1881,2005,4.0,2150,392500.0
1882,1961,3.0,1670,785000.0
1883,1956,3.0,1800,470000.0
1884,1996,3.0,2070,560000.0
1885,1920,2.0,830,519000.0
1886,1973,3.0,2370,746000.0
1887,1959,3.0,1010,317000.0
1888,1959,3.0,1420,371000.0
1889,1960,4.0,2120,250000.0
1890,1979,4.0,2020,532000.0
1891,2007,3.0,1520,499950.0
1892,1922,2.0,820,375000.0
1893,2007,3.0,1690,640000.0
1894,1986,3.0,2260,400000.0
1895,1986,3.0,1830,572000.0
1896,1995,3.0,1350,310000.0
1897,2003,5.0,3280,989000.0
1898,1989,4.0,2770,685000.0
1899,1987,4.0,2770,907500.0
1900,2003,4.0,2460,427500.0
1901,1998,3.0,4720,860000.0
1902,1947,2.0,1250,365000.0
1903,1988,3.0,1710,250500.0
1904,1952,3.0,1840,411715.0
1905,1999,4.0,2000,415000.0
1906,1967,1.0,650,129000.0
1907,1930,3.0,1020,489000.0
1908,1950,2.0,1500,170000.0
1909,2007,3.0,2060,418500.0
1910,1983,3.0,1810,261000.0
1911,1969,6.0,3810,2005000.0
1912,1947,2.0,1650,355000.0
1913,2011,3.0,1540,742000.0
1914,1959,3.0,2080,399950.0
1915,1989,3.0,2430,791000.0
1916,1943,5.0,1750,190000.0
1917,1968,3.0,1770,229500.0
1918,2005,3.0,1710,539000.0
1919,1991,4.0,2740,549000.0
1920,1958,5.0,2730,545000.0
1921,2011,3.0,2437,285000.0
1922,2008,4.0,3290,648000.0
1923,2012,4.0,2910,610000.0
1924,2006,3.0,1630,767450.0
1925,2006,4.0,4410,765000.0
1926,2006,3.0,1780,586500.0
1927,2011,3.0,1540,520000.0
1928,2006,3.0,1420,455000.0
1929,1979,3.0,2680,653000.0
1930,1961,3.0,1750,279950.0
1931,2003,3.0,2170,449950.0
1932,1977,3.0,2390,565000.0
1933,1929,4.0,2400,620000.0
1934,1967,3.0,1690,269000.0
1935,2001,3.0,3250,875000.0
1936,1980,4.0,4610,630000.0
1937,1957,4.0,2440,425000.0
1938,1916,3.0,1290,647500.0
1939,1916,4.0,2000,450000.0
1940,1900,3.0,1050,440000.0
1941,2008,4.0,2340,445000.0
1942,1968,4.0,2210,530000.0
1943,1906,5.0,2920,875000.0
1944,1990,3.0,3150,685000.0
1945,1999,3.0,3590,798000.0
1946,2005,4.0,1910,297500.0
1947,1983,4.0,3110,749950.0
1948,2006,5.0,2440,495000.0
1949,1962,4.0,1330,540000.0
1950,1961,3.0,1460,395000.0
1951,1977,6.0,3902,1300000.0
1952,2001,5.0,5180,1075000.0
1953,2004,2.0,1150,214100.0
1954,1959,4.0,1920,210000.0
1955,1988,3.0,2520,499500.0
1956,1924,2.0,970,546000.0
1957,1989,5.0,2490,292000.0
1958,1993,3.0,1680,289000.0
1959,1957,3.0,1150,240000.0
1960,1983,4.0,1980,395000.0
1961,1967,4.0,2070,795000.0
1962,2001,4.0,5660,955000.0
1963,1977,4.0,2420,725000.0
1964,2009,4.0,2610,335000.0
1965,1994,4.0,2810,492000.0
1966,1976,3.0,1510,250000.0
1967,1959,3.0,1910,700000.0
1968,1931,3.0,1700,545000.0
1969,1976,4.0,2020,555000.0
1970,1917,3.0,2340,640000.0
1971,2003,3.0,1463,390000.0
1972,1945,3.0,1430,466500.0
1973,1981,3.0,1180,372500.0
1974,2003,5.0,4400,1800000.0
1975,1994,3.0,1610,255000.0
1976,1996,3.0,1480,466800.0
1977,1987,3.0,2670,749000.0
1978,1990,4.0,1830,610000.0
1979,1914,2.0,920,356000.0
1980,1908,3.0,1150,165000.0
1981,1941,2.0,1190,229000.0
1982,1973,4.0,4160,530000.0
1983,2001,3.0,2370,499950.0
1984,1926,4.0,1660,619000.0
1985,1968,3.0,1480,547000.0
1986,1999,4.0,2390,359800.0
1987,2008,3.0,1690,499000.0
1988,1958,3.0,1010,189000.0
1989,1994,4.0,3500,799000.0
1990,1990,4.0,2330,257000.0
1991,1957,3.0,1890,270000.0
1992,1959,4.0,2000,453500.0
1993,1954,3.0,1130,237000.0
1994,1947,4.0,1670,456000.0
1995,2004,3.0,2600,355500.0
1996,1965,4.0,1560,299950.0
1997,1919,3.0,1170,335000.0
1998,2006,4.0,2100,268500.0
1999,1978,3.0,1710,385000.0
2000,2005,4.0,2420,376000.0
2001,1951,4.0,1370,605004.0
2002,1923,4.0,2660,886000.0
2003,2003,4.0,2260,560000.0
2004,2004,4.0,2070,343000.0
2005,1989,4.0,4670,1415000.0
2006,1968,3.0,1500,270000.0
2007,2014,4.0,2658,411605.0
2008,2007,4.0,2700,550000.0
2009,2014,3.0,1530,465000.0
2010,2007,3.0,1480,584000.0
2011,2006,3.0,1390,275000.0
2012,2009,3.0,1660,324500.0
2013,2011,3.0,2050,700000.0
2014,1954,4.0,1550,385200.0
2015,1975,4.0,1900,270000.0
2016,2013,4.0,2820,735000.0
2017,1956,2.0,1490,389250.0
2018,1954,3.0,1750,315000.0
2019,1990,4.0,2040,545000.0
2020,1926,3.0,1900,550000.0
2021,1977,3.0,1910,415000.0
2022,1953,3.0,1560,387500.0
2023,1939,3.0,1470,432000.0
2024,1959,3.0,2700,402000.0
2025,1960,4.0,3450,1035000.0
2026,1967,3.0,1970,294700.0
2027,1986,3.0,2670,744000.0
2028,1990,3.0,2550,715000.0
2029,1904,4.0,1720,500000.0
2030,2004,4.0,4270,1300000.0
2031,1979,3.0,2170,1150000.0
2032,1990,4.0,2840,650000.0
2033,1983,4.0,3270,435000.0
2034,1974,3.0,1480,510000.0
2035,1972,5.0,2440,525000.0
2036,1928,4.0,2880,920000.0
2037,1962,2.0,1730,200000.0
2038,1926,2.0,1260,435000.0
2039,1959,4.0,2230,809950.0
2040,1936,2.0,2460,1370000.0
2041,1959,4.0,2050,455000.0
2042,2001,3.0,2030,471000.0
2043,1948,2.0,810,253500.0
2044,1953,3.0,1840,185000.0
2045,1983,3.0,1730,535500.0
2046,2002,2.0,2280,835000.0
2047,2008,4.0,2630,589500.0
2048,1975,3.0,2270,680000.0
2049,1953,3.0,1020,360000.0
2050,2005,4.0,1990,595000.0
2051,1999,4.0,2680,300000.0
2052,1926,3.0,1980,660000.0
2053,1993,3.0,2400,570000.0
2054,1943,2.0,780,285000.0
2055,1940,3.0,980,435000.0
2056,1918,3.0,1210,160000.0
2057,1956,5.0,4600,805000.0
2058,2005,3.0,1480,450000.0
2059,1954,4.0,1320,510000.0
2060,1963,5.0,4400,1120000.0
2061,1999,4.0,3010,1280000.0
2062,1985,3.0,2260,539000.0
2063,1978,4.0,1880,407193.0
2064,1983,3.0,1370,320000.0
2065,1919,4.0,2720,739000.0
2066,1946,2.0,1740,452000.0
2067,2001,4.0,2560,600000.0
2068,2012,5.0,2690,279000.0
2069,2013,4.0,3240,895000.0
2070,2008,4.0,2430,585000.0
2071,2007,2.0,1405,405000.0
2072,2014,5.0,3030,837219.0
2073,2014,4.0,4150,969990.0
2074,1985,3.0,1730,490000.0
2075,1974,6.0,3820,611000.0
2076,2006,4.0,3070,462000.0
2077,1994,4.0,1780,540000.0
2078,2007,4.0,1811,260000.0
2079,1976,4.0,2450,510000.0
2080,2001,3.0,2300,567500.0
2081,1915,2.0,1440,445000.0
2082,1979,4.0,2370,684680.0
2083,2001,4.0,4420,2700000.0
2084,1927,3.0,1300,455000.0
2085,2007,5.0,2870,540000.0
2086,2009,3.0,3400,530000.0
2087,1956,3.0,1410,410000.0
2088,1940,3.0,1640,450000.0
2089,2006,4.0,3190,609900.0
2090,1992,4.0,2380,648000.0
2091,2005,3.0,2260,550000.0
2092,1978,3.0,1240,347000.0
2093,1958,5.0,4220,1635000.0
2094,1972,4.0,4250,1339000.0
2095,1963,3.0,1860,288350.0
2096,1954,3.0,2850,1150000.0
2097,1980,3.0,2470,525000.0
2098,1969,3.0,2210,250250.0
2099,1975,4.0,1920,341000.0
2100,2000,4.0,3150,700000.0
2101,1968,4.0,2700,390000.0
2102,1963,3.0,2190,539950.0
2103,2006,2.0,1380,552000.0
2104,1928,5.0,2520,250000.0
2105,1963,3.0,1300,502000.0
2106,1964,4.0,2220,480000.0
2107,1946,2.0,730,378500.0
2108,1985,4.0,3300,1350000.0
2109,1978,4.0,4130,1900000.0
2110,1981,3.0,2670,605000.0
2111,2003,4.0,1980,307550.0
2112,1949,2.0,740,304700.0
2113,1977,3.0,2050,568000.0
2114,1987,3.0,1230,385000.0
2115,2008,3.0,1210,345000.0
2116,1973,3.0,1890,435000.0
2117,2003,2.0,1870,579000.0
2118,1998,3.0,1330,236000.0
2119,1974,3.0,1590,305100.0
2120,1958,3.0,1710,368000.0
2121,1917,2.0,1200,255000.0
2122,1942,2.0,1140,400000.0
2123,1948,3.0,2240,440000.0
2124,1919,2.0,920,417000.0
2125,1906,2.0,800,435000.0
2126,1952,4.0,1980,475000.0
2127,2001,4.0,2800,563500.0
2128,1987,3.0,1680,285000.0
2129,1998,4.0,2330,471000.0
2130,1965,4.0,2240,500000.0
2131,1991,3.0,2140,640000.0
2132,1992,4.0,2170,442500.0
2133,1963,3.0,1150,213400.0
2134,1926,4.0,2030,831000.0
2135,1986,3.0,1350,325000.0
2136,1905,2.0,910,425000.0
2137,1968,4.0,2700,550000.0
2138,1991,4.0,3730,599950.0
2139,1984,4.0,2740,1225000.0
2140,1987,4.0,2050,750000.0
2141,1974,4.0,2390,290000.0
2142,1999,4.0,1990,270000.0
2143,1969,4.0,1300,229950.0
2144,1948,3.0,1330,234999.0
2145,1960,2.0,1000,265000.0
2146,1993,4.0,2190,367300.0
2147,1900,3.0,1380,550000.0
2148,1988,4.0,2610,743700.0
2149,2008,2.0,1060,352750.0
2150,1943,2.0,710,403950.0
2151,1909,4.0,2730,980000.0
2152,1937,4.0,2470,585000.0
2153,1977,3.0,1760,554000.0
2154,1998,3.0,1530,546000.0
2155,1948,2.0,1610,280000.0
2156,1938,2.0,1030,212500.0
2157,1999,4.0,2800,739000.0
2158,1986,3.0,1310,428000.0
2159,1981,4.0,3160,965000.0
2160,1997,3.0,2500,364900.0
2161,1948,3.0,2070,559000.0
2162,1978,4.0,1980,213000.0
2163,2004,3.0,2590,620000.0
2164,1934,4.0,1910,240000.0
2165,1967,3.0,2630,852500.0
2166,2004,3.0,2630,600000.0
2167,2006,3.0,1960,410000.0
2168,1977,3.0,1440,328000.0
2169,1958,3.0,2210,625000.0
2170,1994,4.0,2350,649950.0
2171,1944,3.0,1590,235000.0
2172,2004,3.0,1500,489000.0
2173,2005,3.0,1900,536000.0
2174,2013,4.0,2370,400000.0
2175,2004,3.0,1720,398000.0
2176,1960,4.0,2020,379000.0
2177,2008,2.0,1340,345000.0
2178,2011,3.0,1800,365000.0
2179,2010,3.0,1480,315000.0
2180,1916,4.0,2750,571000.0
2181,1983,5.0,3760,1025000.0
2182,2005,3.0,2540,695000.0
2183,1979,3.0,1760,225000.0
2184,1995,3.0,3000,740000.0
2185,1992,4.0,1930,315000.0
2186,2001,4.0,3040,1230000.0
2187,1916,2.0,860,420000.0
2188,1984,3.0,1420,310000.0
2189,1954,3.0,2080,700000.0
2190,2003,3.0,1560,269000.0
2191,2002,4.0,1960,369990.0
2192,1926,3.0,1620,800000.0
2193,1952,5.0,3670,569000.0
2194,1971,6.0,1930,175000.0
2195,2000,3.0,1290,440000.0
2196,1986,5.0,1970,435000.0
2197,1955,3.0,1540,345000.0
2198,1900,4.0,2180,558000.0
2199,1983,2.0,1490,475000.0
2200,1980,3.0,2220,490000.0
2201,1978,3.0,2430,335000.0
2202,1978,2.0,1392,350000.0
2203,1939,4.0,1120,100000.0
2204,1941,4.0,1390,417500.0
2205,1962,3.0,2040,253000.0
2206,1923,5.0,2830,1240000.0
2207,1994,4.0,3020,490000.0
2208,1965,3.0,2290,470000.0
2209,1955,4.0,1210,483300.0
2210,1996,3.0,2510,659000.0
2211,1910,4.0,2320,480000.0
2212,1965,3.0,970,165000.0
2213,1957,3.0,1820,659500.0
2214,1967,3.0,970,219900.0
2215,1924,2.0,1740,315000.0
2216,1984,3.0,1590,250000.0
2217,1943,2.0,1380,268000.0
2218,1959,4.0,1680,380000.0
2219,1926,2.0,1220,499000.0
2220,1946,2.0,1651,285000.0
2221,1973,3.0,1330,183000.0
2222,1988,3.0,2940,1070000.0
2223,2005,3.0,1410,429000.0
2224,1926,2.0,1100,403000.0
2225,1975,3.0,1530,375500.0
2226,1977,5.0,5270,1795000.0
2227,1919,3.0,2110,516200.0
2228,1971,4.0,1720,385000.0
2229,1996,3.0,1800,515000.0
2230,1999,4.0,2210,375000.0
2231,1973,4.0,2560,650000.0
2232,1981,2.0,1010,306888.0
2233,1998,4.0,3340,870000.0
2234,1965,4.0,1740,310000.0
2235,1975,3.0,1320,251750.0
2236,1976,3.0,1520,366000.0
2237,1951,3.0,2010,429950.0
2238,2000,3.0,2440,710000.0
2239,1953,5.0,2550,895000.0
2240,1959,3.0,1010,149500.0
2241,1990,3.0,1780,310000.0
2242,1930,3.0,2180,555000.0
2243,1937,5.0,2750,750000.0
2244,2006,4.0,3490,745000.0
2245,2001,3.0,2550,695000.0
2246,1959,3.0,1870,433000.0
2247,1947,4.0,1150,307000.0
2248,1962,3.0,2050,655275.0
2249,1990,4.0,1940,392000.0
2250,2004,5.0,3630,1180000.0
2251,1952,3.0,1890,359950.0
2252,1968,4.0,1630,360000.0
2253,1954,4.0,2440,566000.0
2254,1950,5.0,3100,700000.0
2255,2000,3.0,2090,415000.0
2256,1962,3.0,920,199500.0
2257,1926,3.0,1580,749000.0
2258,1960,3.0,1760,680000.0
2259,1978,4.0,2530,400000.0
2260,1983,4.0,2490,608000.0
2261,2001,4.0,3870,589900.0
2262,1975,5.0,2732,480000.0
2263,2014,5.0,3230,1059500.0
2264,2013,6.0,2930,915000.0
2265,2001,4.0,3510,695000.0
2266,2013,4.0,2580,899900.0
2267,2005,2.0,1060,499950.0
2268,2013,4.0,2790,533112.0
2269,2014,4.0,2009,303210.0
2270,2006,5.0,2880,525000.0
2271,1943,2.0,710,399950.0
2272,1910,3.0,2070,850830.0
2273,1964,3.0,1370,371500.0
2274,1980,3.0,1730,522000.0
2275,1950,4.0,1680,588000.0
2276,1952,2.0,1350,276900.0
2277,1959,5.0,1510,248000.0
2278,1989,3.0,1860,280000.0
2279,2007,6.0,3440,495000.0
2280,1902,6.0,4250,665000.0
2281,1931,2.0,860,290300.0
2282,1921,2.0,1640,527000.0
2283,2007,2.0,1295,487028.0
2284,1978,3.0,1790,325000.0
2285,1916,3.0,2210,799000.0
2286,1940,5.0,10040,7062500.0
2287,1965,3.0,940,354000.0
2288,1962,3.0,1160,262500.0
2289,2004,3.0,1990,560200.0
2290,1942,3.0,1050,220000.0
2291,1928,2.0,1030,650000.0
2292,2004,3.0,1420,435000.0
2293,1909,4.0,2690,800000.0
2294,1987,4.0,3760,1010000.0
2295,1953,2.0,700,200000.0
2296,1999,5.0,2100,295000.0
2297,1976,4.0,2240,580379.0
2298,1995,4.0,3470,875000.0
2299,1951,3.0,3370,515000.0
2300,1989,4.0,2790,599000.0
2301,2005,3.0,1870,285000.0
2302,1968,3.0,1520,290000.0
2303,1946,1.0,750,355000.0
2304,1954,3.0,1460,381000.0
2305,1988,3.0,2600,571000.0
2306,1977,4.0,3320,852600.0
2307,1922,5.0,2340,1085000.0
2308,1951,3.0,890,371000.0
2309,1986,3.0,1720,514000.0
2310,2004,3.0,1270,386000.0
2311,1989,4.0,2180,464000.0
2312,1963,4.0,2030,335000.0
2313,1979,4.0,2490,740000.0
2314,1955,4.0,1470,465000.0
2315,1948,3.0,2500,700000.0
2316,2004,3.0,4500,785000.0
2317,2006,3.0,1460,350000.0
2318,1939,1.0,620,148000.0
2319,1927,3.0,1550,530000.0
2320,2002,3.0,1430,349000.0
2321,1984,3.0,1360,240000.0
2322,1989,3.0,2210,330000.0
2323,1909,4.0,2460,735000.0
2324,1979,3.0,2180,545000.0
2325,1977,3.0,1570,214950.0
2326,2002,4.0,4140,657500.0
2327,1908,3.0,1140,476000.0
2328,1965,5.0,8670,2888000.0
2329,1927,2.0,800,110000.0
2330,2006,4.0,2414,292000.0
2331,1952,3.0,1160,317000.0
2332,2001,4.0,3170,455000.0
2333,1995,5.0,4210,1365000.0
2334,1929,3.0,2060,460000.0
2335,1948,3.0,1640,405000.0
2336,1942,2.0,720,333000.0
2337,1901,4.0,1860,427000.0
2338,1997,4.0,2810,742000.0
2339,1965,4.0,2090,465000.0
2340,2001,4.0,3280,809950.0
2341,1927,4.0,2090,619400.0
2342,1949,3.0,2430,762400.0
2343,1978,5.0,2520,535000.0
2344,1925,5.0,2510,881000.0
2345,1948,4.0,3370,813000.0
2346,1910,3.0,1640,234000.0
2347,1994,3.0,2250,308900.0
2348,1955,4.0,2300,450000.0
2349,2010,3.0,1650,547500.0
2350,1943,2.0,710,399950.0
2351,2007,4.0,2550,516000.0
2352,2006,2.0,982,250000.0
2353,2005,3.0,1630,475000.0
2354,2009,4.0,2550,415000.0
2355,2014,2.0,1240,545000.0
2356,2012,3.0,2456,329950.0
2357,1965,5.0,3200,1325000.0
2358,1989,3.0,3950,784000.0
2359,1984,4.0,2180,610750.0
2360,1966,4.0,3140,578000.0
2361,2006,4.0,4030,1485000.0
2362,1976,3.0,1970,501000.0
2363,1957,5.0,1940,465250.0
2364,1905,5.0,4860,2250000.0
2365,1990,0.0,3064,1095000.0
2366,1908,2.0,970,315000.0
2367,1957,4.0,2460,900000.0
2368,2005,4.0,3010,789500.0
2369,1952,3.0,2460,678500.0
2370,2002,3.0,2080,342500.0
2371,2005,4.0,3960,860000.0
2372,2001,4.0,2490,306000.0
2373,1903,5.0,2060,580000.0
2374,1984,3.0,1330,405000.0
2375,1967,3.0,1600,510000.0
2376,1965,2.0,820,173000.0
2377,1968,4.0,1200,210000.0
2378,1947,3.0,1050,445000.0
2379,2007,3.0,1910,585000.0
2380,1950,3.0,1800,381000.0
2381,1966,3.0,2060,890000.0
